
32623," NICOLA  Abate[Author] AND (endocrinology OR diabetes) ",24
32647," John RICHARD GUYTON[Author] AND (endocrinology OR diabetes) ",0
32652," Ronald M KRAUSS[Author] AND (endocrinology OR diabetes) ",13
32659," ASHOK  Balasubramanyam[Author] AND (endocrinology OR diabetes) ",43
32741," PARESH  DANDONA[Author] AND (endocrinology OR diabetes) ",99
32836," SILVIO EDWARD Inzucchi[Author] AND (endocrinology OR diabetes) ",0
32857," Eugene J Barrett[Author] AND (endocrinology OR diabetes) ",48
32859,"   Cersosimo[Author] AND (endocrinology OR diabetes) ",35
32889," ROBERT E Ratner[Author] AND (endocrinology OR diabetes) ",44
32936," Hollis Bryan Brewer Jr.[Author] AND (endocrinology OR diabetes) ",0
33045," Ira Jay GOLDBERG[Author] AND (endocrinology OR diabetes) ",0
33163," Henry N GINSBERG[Author] AND (endocrinology OR diabetes) ",30
33180," STANLEY STEVEN Schwartz[Author] AND (endocrinology OR diabetes) ",0
33219,"   Davey[Author] AND (endocrinology OR diabetes) ",92
33283," PETER DAVID Reaven[Author] AND (endocrinology OR diabetes) ",0
33435," Norman MAYER KAPLAN[Author] AND (endocrinology OR diabetes) ",0
33470," RUTH Sue Weinstock[Author] AND (endocrinology OR diabetes) ",0
33526," ROBERT STEVEN BUSCH[Author] AND (endocrinology OR diabetes) ",0
33530," MARTIN J ABRAHAMSON[Author] AND (endocrinology OR diabetes) ",13
33531," MARK DEVIN SHEPHERD[Author] AND (endocrinology OR diabetes) ",1
33532," JAYANT  DEY[Author] AND (endocrinology OR diabetes) ",3
33537," GREGORY ABBE LEDGER[Author] AND (endocrinology OR diabetes) ",0
33539," JONBEN  SVOBODA[Author] AND (endocrinology OR diabetes) ",0
33540," Mary KYUNG RHEE[Author] AND (endocrinology OR diabetes) ",0
33550," Jeffrey KENT RUSSELL[Author] AND (endocrinology OR diabetes) ",0
33557," Elizabeth HOPE HOLT[Author] AND (endocrinology OR diabetes) ",0
33558," JOHN BERNARD BUSE[Author] AND (endocrinology OR diabetes) ",0
33559," Denis I BECKER[Author] AND (endocrinology OR diabetes) ",1
33560," GARRY S TOBIN[Author] AND (endocrinology OR diabetes) ",3
33566," JACK  BIRNBAUM[Author] AND (endocrinology OR diabetes) ",0
33567," ERIC MASON DYESS[Author] AND (endocrinology OR diabetes) ",0
33573," CLAY F. SEMENKOVICH[Author] AND (endocrinology OR diabetes) ",45
33580," MICHAEL ANTHONY BERK[Author] AND (endocrinology OR diabetes) ",0
33584," David ROGER ILLINGWORTH[Author] AND (endocrinology OR diabetes) ",0
33590," Abdulsalam K AL-KASSAB[Author] AND (endocrinology OR diabetes) ",0
33592," LYNNE ADELE GAYNES[Author] AND (endocrinology OR diabetes) ",0
33594," Hemant T THAWANI[Author] AND (endocrinology OR diabetes) ",1
33596," Gordon  Guthrie Jr.[Author] AND (endocrinology OR diabetes) ",0
33601," DEEPAK KUMAR SANAN[Author] AND (endocrinology OR diabetes) ",0
33604," JENNIFER ELLEN LAWRENCE[Author] AND (endocrinology OR diabetes) ",0
33606," PATRICK H. BOWEN[Author] AND (endocrinology OR diabetes) ",0
33607," RONALD STEVEN WATTS[Author] AND (endocrinology OR diabetes) ",0
33609," SEYMOUR JOS ROSENBLOOM[Author] AND (endocrinology OR diabetes) ",0
33611," David GERALD ROBERTSON[Author] AND (endocrinology OR diabetes) ",0
33616," DENISE  MORRIS[Author] AND (endocrinology OR diabetes) ",0
33623," OM P GANDA[Author] AND (endocrinology OR diabetes) ",15
33625," DAVID HARVEY JACOBSON[Author] AND (endocrinology OR diabetes) ",0
33628," TAMER G YACOUB[Author] AND (endocrinology OR diabetes) ",0
33632," MAHA  ZIKRA[Author] AND (endocrinology OR diabetes) ",0
33638," DARWIN LAUREN BROWN[Author] AND (endocrinology OR diabetes) ",0
33640," THOMAS CUNNING JONES[Author] AND (endocrinology OR diabetes) ",0
33641," DAVID ANTHONY SHORE[Author] AND (endocrinology OR diabetes) ",0
33646," Thomas WM OATES[Author] AND (endocrinology OR diabetes) ",0
33647," SCOTT A SEGEL[Author] AND (endocrinology OR diabetes) ",1
33652," BERNARD JAMES BUCHANAN[Author] AND (endocrinology OR diabetes) ",0
33655," Joselito CARINO CABACCAN[Author] AND (endocrinology OR diabetes) ",0
33657," GINGER  MCMULLEN[Author] AND (endocrinology OR diabetes) ",0
33658," SALLIE O ADAMS[Author] AND (endocrinology OR diabetes) ",0
33659," Randolph  LINDE[Author] AND (endocrinology OR diabetes) ",2
33663," NELSON G MADRILEJO[Author] AND (endocrinology OR diabetes) ",0
33664," VICTOR G ETTINGER[Author] AND (endocrinology OR diabetes) ",0
33665," ROBERT  CATANIA[Author] AND (endocrinology OR diabetes) ",0
33666," DANIEL  EINHORN[Author] AND (endocrinology OR diabetes) ",17
33667," ADRIAN  VELLA[Author] AND (endocrinology OR diabetes) ",47
33668," ALVIN Carter POWERS[Author] AND (endocrinology OR diabetes) ",0
33669," JOSEPH BUCHANAN Hawkins, Jr.[Author] AND (endocrinology OR diabetes) ",0
33673," NIRMAL  BANSKOTA[Author] AND (endocrinology OR diabetes) ",0
33684," BORIS  DRAZNIN[Author] AND (endocrinology OR diabetes) ",22
33686," Daniel Holland BESSESEN[Author] AND (endocrinology OR diabetes) ",0
33687," DAVID RICKENB SUTTON JR[Author] AND (endocrinology OR diabetes) ",0
33689," Linda MARY HERMILLER[Author] AND (endocrinology OR diabetes) ",0
33690," Charles JONATHA GLUECK[Author] AND (endocrinology OR diabetes) ",0
33692," MAHA FOUAD ANSARA[Author] AND (endocrinology OR diabetes) ",0
33702," Linda  BUCKLEY[Author] AND (endocrinology OR diabetes) ",0
33705," DONALD GENE WOOD[Author] AND (endocrinology OR diabetes) ",0
33706," FREDERICK A WILLIAMS JR[Author] AND (endocrinology OR diabetes) ",0
33708," MARY THERESA SELF[Author] AND (endocrinology OR diabetes) ",0
33709," DAVID EARL BYBEE[Author] AND (endocrinology OR diabetes) ",0
33711," TERRY WAYNE SHERRADEN[Author] AND (endocrinology OR diabetes) ",0
33714," KATHRYN  BAIN[Author] AND (endocrinology OR diabetes) ",0
33715," ERNEST OPOKU ASAMOAH[Author] AND (endocrinology OR diabetes) ",0
33718," ISAIAH  PITTMAN IV[Author] AND (endocrinology OR diabetes) ",0
33720," DANIEL NATHAN BERGER[Author] AND (endocrinology OR diabetes) ",0
33722," Michael P MINH TRUONG[Author] AND (endocrinology OR diabetes) ",0
33731," ELLIOTT E EISENBUD[Author] AND (endocrinology OR diabetes) ",0
33734," Victor  PERKEL[Author] AND (endocrinology OR diabetes) ",0
33736," George YULIN CHAO[Author] AND (endocrinology OR diabetes) ",0
33738," YEHUDA  HANDELSMAN[Author] AND (endocrinology OR diabetes) ",35
33741," Barbara B KAHN[Author] AND (endocrinology OR diabetes) ",57
33743," LARS  BERGSTROM[Author] AND (endocrinology OR diabetes) ",0
33744," John POWER KANE[Author] AND (endocrinology OR diabetes) ",0
33745," JAIME ABRAHAM DAVIDSON[Author] AND (endocrinology OR diabetes) ",0
33746," Bruce SHELDON TRIPPE[Author] AND (endocrinology OR diabetes) ",0
33749," DAVID SAML BELL[Author] AND (endocrinology OR diabetes) ",0
33756," RICHARD  ROSENTHAL[Author] AND (endocrinology OR diabetes) ",4
33757," EDISON  GONCALVES[Author] AND (endocrinology OR diabetes) ",0
33758," PAUL  TOMASIC[Author] AND (endocrinology OR diabetes) ",0
33761," Brandon  ALLARD[Author] AND (endocrinology OR diabetes) ",1
33762," TERRI WOOD JERKINS[Author] AND (endocrinology OR diabetes) ",0
33763," Sergio  FAZIO[Author] AND (endocrinology OR diabetes) ",16
33764," Lawrence EDWARD MIECZKOWSKI[Author] AND (endocrinology OR diabetes) ",0
33766," Robert ALAN KREISBERG[Author] AND (endocrinology OR diabetes) ",0
34140," Gerald M. REAVEN[Author] AND (endocrinology OR diabetes) ",55
34351," CONRAD BRUCE BLUM[Author] AND (endocrinology OR diabetes) ",0
34580," RALPH A DEFRONZO[Author] AND (endocrinology OR diabetes) ",130
34790," Anne CAROL GOLDBERG[Author] AND (endocrinology OR diabetes) ",3
35239," Daniel  STEINBERG[Author] AND (endocrinology OR diabetes) ",11
36048," Ray BAUER Vaughters III[Author] AND (endocrinology OR diabetes) ",0
36310," ALAN THOS RAUBA[Author] AND (endocrinology OR diabetes) ",0
36709," Celina  HETNAL[Author] AND (endocrinology OR diabetes) ",0
36762," Norma C QUIJADA[Author] AND (endocrinology OR diabetes) ",0
36763," Toni M SPINARIS[Author] AND (endocrinology OR diabetes) ",0
36765," Claudia  FISH[Author] AND (endocrinology OR diabetes) ",0
36775," KWAME  OSEI[Author] AND (endocrinology OR diabetes) ",35
36776," SAMUEL RAY ANDERSON[Author] AND (endocrinology OR diabetes) ",0
36779," Simeon  MARGOLIS[Author] AND (endocrinology OR diabetes) ",1
36786," ADITI E MEHTA[Author] AND (endocrinology OR diabetes) ",0
36790," ZACHARY T BLOOMGARDEN[Author] AND (endocrinology OR diabetes) ",136
36797," GREGORY  BOROWSKI[Author] AND (endocrinology OR diabetes) ",0
36800," FREDERICK S SUNDERLIN JR[Author] AND (endocrinology OR diabetes) ",0
36801," STEVEN  LOMASKY[Author] AND (endocrinology OR diabetes) ",1
36803," STEPHAN  KOWALYK[Author] AND (endocrinology OR diabetes) ",1
36806," MURRAY B GORDON[Author] AND (endocrinology OR diabetes) ",2
36809," JAY S SKYLER[Author] AND (endocrinology OR diabetes) ",51
36812," Vijayk KUMAR BAHL[Author] AND (endocrinology OR diabetes) ",0
36816," DIANE  TALLO[Author] AND (endocrinology OR diabetes) ",0
36825," John  BRUCH[Author] AND (endocrinology OR diabetes) ",0
36827," Sandra L. WEBER[Author] AND (endocrinology OR diabetes) ",0
36831," ALAN JOEL GARBER[Author] AND (endocrinology OR diabetes) ",0
36833," Franklin JOS ZIEVE[Author] AND (endocrinology OR diabetes) ",0
36834," Michael L HUMPHREY[Author] AND (endocrinology OR diabetes) ",0
36839," LOUIS  HAENEL[Author] AND (endocrinology OR diabetes) ",1
36841," Oscar  CASTRO[Author] AND (endocrinology OR diabetes) ",0
36845," WILLIAM  SHELTON[Author] AND (endocrinology OR diabetes) ",0
36849," GERALD  MIELE[Author] AND (endocrinology OR diabetes) ",0
36850," JOSEPH  CHEMPLAVIL[Author] AND (endocrinology OR diabetes) ",0
36861," Sergio FERNANDO ROVNER[Author] AND (endocrinology OR diabetes) ",0
36862," WILLIAM G HAYNES[Author] AND (endocrinology OR diabetes) ",14
36864," Victor  BERNET[Author] AND (endocrinology OR diabetes) ",6
36867," RICHARD PAUL CARANO[Author] AND (endocrinology OR diabetes) ",0
36873," NANCY  JOHNSON[Author] AND (endocrinology OR diabetes) ",1
36878," CASEY JAY PAGE[Author] AND (endocrinology OR diabetes) ",0
36886," Andrew J AHMANN[Author] AND (endocrinology OR diabetes) ",9
36888," Robert Frederick KLEIN[Author] AND (endocrinology OR diabetes) ",0
36889," Kathryn  SCHUFF[Author] AND (endocrinology OR diabetes) ",4
36890," Frank LEE SCHWARTZ[Author] AND (endocrinology OR diabetes) ",0
36891," MARIA R RODEBAUGH[Author] AND (endocrinology OR diabetes) ",0
36895," Amir ALI HASSAN[Author] AND (endocrinology OR diabetes) ",0
36898," RAE NAGAO TERAMOTO[Author] AND (endocrinology OR diabetes) ",0
36904," ROBERT E JONES[Author] AND (endocrinology OR diabetes) ",1
36908," LAURIE KWAISIM TOM[Author] AND (endocrinology OR diabetes) ",0
36911," NANCY  CUROSH[Author] AND (endocrinology OR diabetes) ",0
36912," GERALD D YOUKER[Author] AND (endocrinology OR diabetes) ",0
36913," DAVID LEONARD PETERSON[Author] AND (endocrinology OR diabetes) ",0
36931," RICHARD JAY RAPP[Author] AND (endocrinology OR diabetes) ",0
36940," Dana LAWRENCE MADISON[Author] AND (endocrinology OR diabetes) ",0
36943," RICHARD JAMES GALLOWAY[Author] AND (endocrinology OR diabetes) ",0
36946," JOSEPH HARRY HINES[Author] AND (endocrinology OR diabetes) ",0
36955," Bradley J WALLUM[Author] AND (endocrinology OR diabetes) ",0
36956," PATRICIA  BURFORD[Author] AND (endocrinology OR diabetes) ",0
36959," Maher S GHAWJI[Author] AND (endocrinology OR diabetes) ",0
36960," Ralph CONRAD GOODMAN[Author] AND (endocrinology OR diabetes) ",0
36961," JUDY  MYERS[Author] AND (endocrinology OR diabetes) ",0
36962," HAROLD SAMUEL SACKS[Author] AND (endocrinology OR diabetes) ",0
36984," MICHAEL SCOTT VAVRIK[Author] AND (endocrinology OR diabetes) ",0
36986," William A. KAYE[Author] AND (endocrinology OR diabetes) ",0
36992," JAMES  RUDICK[Author] AND (endocrinology OR diabetes) ",0
36996," Byron J HOOGWERF[Author] AND (endocrinology OR diabetes) ",35
36997," Norman SAMUEL FLEISCHER[Author] AND (endocrinology OR diabetes) ",0
36999," JOSEPH M TIBALDI[Author] AND (endocrinology OR diabetes) ",1
37004," SERGE A JABBOUR[Author] AND (endocrinology OR diabetes) ",9
37008," Omar MTAWEH MURAD[Author] AND (endocrinology OR diabetes) ",0
37012," ANTHONY DOUGLAS MORRISON[Author] AND (endocrinology OR diabetes) ",0
37013," LOUIS Harry PHILIPSON[Author] AND (endocrinology OR diabetes) ",0
37286," Eliot ASHBY BRINTON[Author] AND (endocrinology OR diabetes) ",0
37287," Michelle F MAGEE[Author] AND (endocrinology OR diabetes) ",8
37317," Mason  FREEMAN[Author] AND (endocrinology OR diabetes) ",2
37338," Helen Haskell HOBBS[Author] AND (endocrinology OR diabetes) ",0
37355," David BARRY ARKIN[Author] AND (endocrinology OR diabetes) ",0
37356," John Dale BRUNZELL[Author] AND (endocrinology OR diabetes) ",0
37383," DONALD ALAN SKOR[Author] AND (endocrinology OR diabetes) ",0
37390," CHRISTOPHER CLEMENS CASE[Author] AND (endocrinology OR diabetes) ",0
37402," Honey E EAST[Author] AND (endocrinology OR diabetes) ",3
37403," KATHLEEN  COLLERAN[Author] AND (endocrinology OR diabetes) ",6
37405," Mark N FEINGLOS[Author] AND (endocrinology OR diabetes) ",31
37436," DONALD ANGEHR WOOD-SMITH[Author] AND (endocrinology OR diabetes) ",0
37467," CHARLES H RAINE[Author] AND (endocrinology OR diabetes) ",5
37479," JEFFREY STUART BROWN[Author] AND (endocrinology OR diabetes) ",0
37590," Richard J. BARTH[Author] AND (endocrinology OR diabetes) ",1
37625," PAUL DAVID ROSENBLIT[Author] AND (endocrinology OR diabetes) ",0
37636," Luis  Aparicio-Rabines[Author] AND (endocrinology OR diabetes) ",0
37645," Michael STEPHEN Balkin[Author] AND (endocrinology OR diabetes) ",0
37674," Samuel  CATALAND[Author] AND (endocrinology OR diabetes) ",0
37682," Elena A Christofides[Author] AND (endocrinology OR diabetes) ",0
37683," Neelima  Chu[Author] AND (endocrinology OR diabetes) ",9
37709," Robert JAMES Dudl[Author] AND (endocrinology OR diabetes) ",0
37724," James  Falko[Author] AND (endocrinology OR diabetes) ",8
37745," JOHN M GILBERT[Author] AND (endocrinology OR diabetes) ",0
37756," Stephen R Grubb[Author] AND (endocrinology OR diabetes) ",1
37764," Danita  HARRISON[Author] AND (endocrinology OR diabetes) ",0
37793," Gregory EVERETT Johnson[Author] AND (endocrinology OR diabetes) ",0
37803," Allan  Kennedy[Author] AND (endocrinology OR diabetes) ",0
37829," DANIEL LOUIS LORBER[Author] AND (endocrinology OR diabetes) ",0
37832," John  Macindoe[Author] AND (endocrinology OR diabetes) ",1
37838," ISAM ELIAS MARAR[Author] AND (endocrinology OR diabetes) ",0
37854," Mary P MCGOWAN[Author] AND (endocrinology OR diabetes) ",1
37882," PAUL C NORWOOD[Author] AND (endocrinology OR diabetes) ",0
37884," Nicole LOUISE NOYES[Author] AND (endocrinology OR diabetes) ",0
37885," David GEOFFREY Orloff[Author] AND (endocrinology OR diabetes) ",0
37962," Evan ALBERT Stein[Author] AND (endocrinology OR diabetes) ",0
38005," Amy  Wnek Hassenfratz[Author] AND (endocrinology OR diabetes) ",0
38117," Gerald I SHULMAN[Author] AND (endocrinology OR diabetes) ",111
38127," Santica M Marcovina[Author] AND (endocrinology OR diabetes) ",37
38130," Lars Folke Berglund[Author] AND (endocrinology OR diabetes) ",0
38147," STEVEN Emanuel Kahn[Author] AND (endocrinology OR diabetes) ",0
38242," JULIO  Rosenstock[Author] AND (endocrinology OR diabetes) ",59
38296," KENNETH  Cusi[Author] AND (endocrinology OR diabetes) ",39
38298," Alan R. Shuldiner[Author] AND (endocrinology OR diabetes) ",89
38339," Michael DENNIS Jensen[Author] AND (endocrinology OR diabetes) ",0
38368," SAMY  McFarlane[Author] AND (endocrinology OR diabetes) ",76
38420," WILLIAM H Herman[Author] AND (endocrinology OR diabetes) ",129
38434," Silva A Arslanian[Author] AND (endocrinology OR diabetes) ",36
38468," DAVID MATTHEW Nathan[Author] AND (endocrinology OR diabetes) ",2
38594," GEORGE L King[Author] AND (endocrinology OR diabetes) ",67
38657," DEREK  LeRoith[Author] AND (endocrinology OR diabetes) ",113
39180," Ruth  McPherson[Author] AND (endocrinology OR diabetes) ",20
39195," Jay W Heinecke[Author] AND (endocrinology OR diabetes) ",22
39199," Robert  Hegele[Author] AND (endocrinology OR diabetes) ",64
39333," MARK Ellis Molitch[Author] AND (endocrinology OR diabetes) ",0
39498," WILLIAM  Duckworth[Author] AND (endocrinology OR diabetes) ",40
39669," MARYANN A Banerji[Author] AND (endocrinology OR diabetes) ",0
39857," GUILLERMO E. Umpierrez[Author] AND (endocrinology OR diabetes) ",54
39904," Mitchell A. Lazar[Author] AND (endocrinology OR diabetes) ",80
39954," LAWRENCE S Phillips[Author] AND (endocrinology OR diabetes) ",48
40183," Sherita Hill Golden[Author] AND (endocrinology OR diabetes) ",27
40261," Joel Naom Hirschhorn[Author] AND (endocrinology OR diabetes) ",0
40341," Thomas ALLEN BUCHANAN[Author] AND (endocrinology OR diabetes) ",0
40585," Nicholas V Emanuele[Author] AND (endocrinology OR diabetes) ",4
40750," ROBERT A. Rizza[Author] AND (endocrinology OR diabetes) ",74
40841," RICHARD M Bergenstal[Author] AND (endocrinology OR diabetes) ",35
40857,"   Abraira[Author] AND (endocrinology OR diabetes) ",57
41224," ALI  Rizvi[Author] AND (endocrinology OR diabetes) ",30
41298," RICHARD B Horenstein[Author] AND (endocrinology OR diabetes) ",7
41971," GEORGE  GRUNBERGER[Author] AND (endocrinology OR diabetes) ",21
48669," JOSEPH  ROSENBLATT[Author] AND (endocrinology OR diabetes) ",0
48714," William Virgil BROWN[Author] AND (endocrinology OR diabetes) ",1
49236," GEORGE TUN-I YANG[Author] AND (endocrinology OR diabetes) ",0
49243," JOSE FERNAND ZAVALETA[Author] AND (endocrinology OR diabetes) ",0
49424," WARREN LOUIS THAU[Author] AND (endocrinology OR diabetes) ",0
49449," SWARNA  VARMA[Author] AND (endocrinology OR diabetes) ",1
49495," MICHAEL HARTUNG KOCH[Author] AND (endocrinology OR diabetes) ",0
49553," MICHAEL ARTHUR HENNIGAN[Author] AND (endocrinology OR diabetes) ",0
49625," JOSEPH WILLIAM DEHAVEN[Author] AND (endocrinology OR diabetes) ",0
49758," STEVEN BRUCE LEICHTER[Author] AND (endocrinology OR diabetes) ",0
50078," STEVEN HARRY FEHRENKAMP[Author] AND (endocrinology OR diabetes) ",0
50203," SAUL DAVID NEUMAN[Author] AND (endocrinology OR diabetes) ",0
50599," RAYMOND FREDERI GRENFELL[Author] AND (endocrinology OR diabetes) ",0
50762," ROBERT JON SALTMAN[Author] AND (endocrinology OR diabetes) ",0
51142," PAUL ARTHUR RUDNICK[Author] AND (endocrinology OR diabetes) ",0
51148," ZDZISLAUS JOSEPH WANSKI[Author] AND (endocrinology OR diabetes) ",0
51201," STEVEN ELLIS SALTMAN[Author] AND (endocrinology OR diabetes) ",0
51378," RICHARD CRAIG DODD[Author] AND (endocrinology OR diabetes) ",0
51413," GARRY LEWIS AUGUST[Author] AND (endocrinology OR diabetes) ",0
53735," VICTOR ALAN CORBETT[Author] AND (endocrinology OR diabetes) ",0
53799," MUNIR  ABID[Author] AND (endocrinology OR diabetes) ",0
54141," JACQUELINE ELLEN COHN[Author] AND (endocrinology OR diabetes) ",0
54374," RALPH JOSEPH DUDA[Author] AND (endocrinology OR diabetes) ",0
54398," MARK WILLIAM STOLAR[Author] AND (endocrinology OR diabetes) ",0
54617," JOEL DAVID SILVERBERG[Author] AND (endocrinology OR diabetes) ",0
54748," ROBERT MOORE EVANS[Author] AND (endocrinology OR diabetes) ",0
55434," THOMAS CRAIG BLEVINS[Author] AND (endocrinology OR diabetes) ",0
55532," ROBERT RAYMOND REVERS[Author] AND (endocrinology OR diabetes) ",0
55536," FRANK SHENG J TZENG[Author] AND (endocrinology OR diabetes) ",0
55645," RAYMOND IRWIN FINK[Author] AND (endocrinology OR diabetes) ",0
56091," CHIRAPA  SINTHUSEK[Author] AND (endocrinology OR diabetes) ",0
56784," Geetha  Soodini[Author] AND (endocrinology OR diabetes) ",3
58274," PRAVIN V MEHTA[Author] AND (endocrinology OR diabetes) ",0
58431," Simone M SCUMPIA[Author] AND (endocrinology OR diabetes) ",0
59119," PAUL ROBT WILSON[Author] AND (endocrinology OR diabetes) ",0
59747," JEFFREY SCOTT BODWIN[Author] AND (endocrinology OR diabetes) ",0
61037," LINDA PACHARZ POWERS[Author] AND (endocrinology OR diabetes) ",0
61510," VINOD RAMGOPA LALA[Author] AND (endocrinology OR diabetes) ",0
61577," RAJEEV K JAIN[Author] AND (endocrinology OR diabetes) ",5
61826," SHAHED ALI QUYYUMI[Author] AND (endocrinology OR diabetes) ",0
62433," JORGE RAFAEL DE JESUS MIRANDA[Author] AND (endocrinology OR diabetes) ",0
62533," CESAR HEBERTO TRABANCO DE LA CRUZ[Author] AND (endocrinology OR diabetes) ",0
62537," EDNA G MELENDEZ REYES[Author] AND (endocrinology OR diabetes) ",0
62599," RAMON  Ortiz-Carrasquillo[Author] AND (endocrinology OR diabetes) ",0
62634," GLORIA  RODRIGUEZ QUINONES[Author] AND (endocrinology OR diabetes) ",0
63282," CARLOS MANUEL MARTINEZ RIVERA[Author] AND (endocrinology OR diabetes) ",0
63521," BASHAR  SAAD[Author] AND (endocrinology OR diabetes) ",1
63876," HUMBERTO R BRUSCHETTA[Author] AND (endocrinology OR diabetes) ",0
63918," ALICE CUA CHIU[Author] AND (endocrinology OR diabetes) ",0
64024," JORGE REY MARTINEZ CARRASQUILLO[Author] AND (endocrinology OR diabetes) ",0
64506," CASSANDRA XAVIER CONSTANTINO[Author] AND (endocrinology OR diabetes) ",0
64541," ALTAGRACIA AURORA ALCANTARA GONZALEZ[Author] AND (endocrinology OR diabetes) ",0
64635," MATIN  SHARAFATKHAH[Author] AND (endocrinology OR diabetes) ",0
64805,"   [Author] AND (endocrinology OR diabetes) ",842
65102," JAMES WM SNYDER[Author] AND (endocrinology OR diabetes) ",0
66288," FRANCISCO JAVIER NADAL COLON[Author] AND (endocrinology OR diabetes) ",0
66318," THOMAS FOOK-CH TSE[Author] AND (endocrinology OR diabetes) ",0
66430," GERARDO  BUESO[Author] AND (endocrinology OR diabetes) ",0
66504," SUDHIR  BANSAL[Author] AND (endocrinology OR diabetes) ",0
66534," JAHANGIR  CYRUS[Author] AND (endocrinology OR diabetes) ",0
66588," YAHYA KHALID SIDDIQ[Author] AND (endocrinology OR diabetes) ",0
66815," TODD DAVID BRODIE[Author] AND (endocrinology OR diabetes) ",0
67042," CARLOS ALBERTO SANTIAGO ALICEA[Author] AND (endocrinology OR diabetes) ",0
67217," SHAMIL J MORAYATI[Author] AND (endocrinology OR diabetes) ",0
68352," AYMAR MIZEI RODRIGUEZ PEREZ[Author] AND (endocrinology OR diabetes) ",0
68375," MICHAEL  MC DERMOTT[Author] AND (endocrinology OR diabetes) ",0
68380," STEVEN  WISE[Author] AND (endocrinology OR diabetes) ",0
68392," IAN  HERSKOWITZ[Author] AND (endocrinology OR diabetes) ",0
68396," MAHA  ABBOUD[Author] AND (endocrinology OR diabetes) ",0
68409," DAVID R HOELZER[Author] AND (endocrinology OR diabetes) ",0
68414," PHILIP  RASKIN[Author] AND (endocrinology OR diabetes) ",79
68416," WM  CUSHARD[Author] AND (endocrinology OR diabetes) ",0
68431," ENRICO  OCAMPO[Author] AND (endocrinology OR diabetes) ",0
68434," DOMINGO  LEE[Author] AND (endocrinology OR diabetes) ",0
68450," ARTHUR  CHERNOFF[Author] AND (endocrinology OR diabetes) ",3
68458," HOPE  SHIPMAN[Author] AND (endocrinology OR diabetes) ",0
68464," WAHID  KASSAR[Author] AND (endocrinology OR diabetes) ",0
68469," BRUCE WELSH BODE[Author] AND (endocrinology OR diabetes) ",0
68470," STEVEN VICTOR EDELMAN[Author] AND (endocrinology OR diabetes) ",0
68471," HAROLD EMIL LEBOVITZ[Author] AND (endocrinology OR diabetes) ",0
68474," FRED W WHITEHOUSE[Author] AND (endocrinology OR diabetes) ",0
68478," ROBERT Stanley SHERWIN[Author] AND (endocrinology OR diabetes) ",0
68480," MAYER B DAVIDSON[Author] AND (endocrinology OR diabetes) ",74
68483," MARY ANN Ann EMANUELE[Author] AND (endocrinology OR diabetes) ",0
68490," ANN  WARD[Author] AND (endocrinology OR diabetes) ",0
68498," MARY  THOMPSON[Author] AND (endocrinology OR diabetes) ",3
68501," JEROME E THURMAN[Author] AND (endocrinology OR diabetes) ",3
68507," GARY A TRAGER[Author] AND (endocrinology OR diabetes) ",0
